Period,MaxTemperature,MinTemperature,Humidity,Pressure,Precipitation,WindSpeed
Week 3375 (2014-08-31 - 2014-09-06),27.7,21.4,76.9,1003.6,258.2,14.3
Week 3376 (2014-09-07 - 2014-09-13),30.1,21.1,78.4,1005.7,6.3,9.2
Week 3377 (2014-09-14 - 2014-09-20),30.5,20.7,77.4,1004.8,1.3,13.2
Week 3378 (2014-09-21 - 2014-09-27),30.1,20.4,73.7,1007.3,11.6,12.6
Week 3379 (2014-09-28 - 2014-10-04),29.4,21.1,77.4,1010.5,2.1,7.6
Week 3380 (2014-10-05 - 2014-10-11),28.1,17.6,70.3,1012.2,12.2,15
Week 3381 (2014-10-12 - 2014-10-18),24,13.4,69.3,1014.9,9.9,14.6
Week 3382 (2014-10-19 - 2014-10-25),26.2,14.4,68.4,1015,1.6,10.4
Week 3383 (2014-10-26 - 2014-11-01),24.4,12.4,66.3,1015.7,1.8,10.2
Week 3384 (2014-11-02 - 2014-11-08),22.7,12.3,65.9,1015.8,15.7,10.4
Week 3385 (2014-11-09 - 2014-11-15),22.3,7.1,57.7,1017.1,0,11
Week 3386 (2014-11-16 - 2014-11-22),21.9,6.5,65.3,1016.1,0,6.8
Week 3387 (2014-11-23 - 2014-11-29),20.8,7.1,64,1014.8,1.3,9.9
Week 3388 (2014-11-30 - 2014-12-06),21.1,7,59.9,1016.9,0,8.9
Week 3389 (2014-12-07 - 2014-12-13),18.2,5.1,56.1,1017.4,0,11
Week 3390 (2014-12-14 - 2014-12-20),16,3.7,72.6,1020.6,0,7.9
Week 3391 (2014-12-21 - 2014-12-27),16.3,4.2,66.9,1017.9,0,12.1
Week 3392 (2014-12-28 - 2015-01-03),17.1,4.1,66.4,1018,0,8.1
Week 3393 (2015-01-04 - 2015-01-10),17.4,4.6,73,1017.7,0,10.5
Week 3394 (2015-01-11 - 2015-01-17),17.2,5,73,1018.9,6.4,8.3
Week 3395 (2015-01-18 - 2015-01-24),15.4,4.8,76.9,1020.3,22.3,8.4
Week 3396 (2015-01-25 - 2015-01-31),14.3,2.9,69.9,1020.3,3.8,10.6
Week 3397 (2015-02-01 - 2015-02-07),15.7,4.9,74.6,1020.6,16.2,11.6
Week 3398 (2015-02-08 - 2015-02-14),19.8,5.5,65.1,1016.9,0,11.3
Week 3399 (2015-02-15 - 2015-02-21),18,9.7,76.7,1015.6,67,12
Week 3400 (2015-02-22 - 2015-02-28),18.7,8.3,73,1013.4,48.3,21.5
Week 3401 (2015-03-01 - 2015-03-07),14.4,7.6,81.9,1015.7,104,13
Week 3402 (2015-03-08 - 2015-03-14),20,7.3,69.4,1018.6,15.4,12.6
Week 3403 (2015-03-15 - 2015-03-21),21,10.2,71.9,1016.4,21.9,13.7
Week 3404 (2015-03-22 - 2015-03-28),27.2,12.4,65.9,1013.8,11.4,12
Week 3405 (2015-03-29 - 2015-04-04),20.9,13.8,79.9,1009.6,100.4,12.1
Week 3406 (2015-04-05 - 2015-04-11),24.9,12,69.6,1011.4,4.4,10.7
Week 3407 (2015-04-12 - 2015-04-18),27.2,15.3,70.1,1012.8,12.3,10.8
Week 3408 (2015-04-19 - 2015-04-25),29.2,15.6,59.9,1007.4,2.5,18.1
Week 3409 (2015-04-26 - 2015-05-02),28.4,15.6,58.3,1009.4,9.5,17.1
Week 3410 (2015-05-03 - 2015-05-09),33.6,17.6,48.4,1006.7,0.7,12
Week 3411 (2015-05-10 - 2015-05-16),29.6,18.4,68.4,1008.3,35,12.4
Week 3412 (2015-05-17 - 2015-05-23),33.6,18.4,53.6,1003.7,9.3,17.5
Week 3413 (2015-05-24 - 2015-05-30),34.4,19.7,39,1003.6,0.6,19.7
Week 3414 (2015-05-31 - 2015-06-06),31.9,20.4,45.6,1006.1,3,14.8
Week 3415 (2015-06-07 - 2015-06-13),36.6,21.3,42.9,1001.5,0.1,15
Week 3416 (2015-06-14 - 2015-06-20),36.3,24.1,46.3,999.7,3.4,11.7
Week 3417 (2015-06-21 - 2015-06-27),33.3,22.6,56.9,998.1,12.7,11.4
Week 3418 (2015-06-28 - 2015-07-04),36,24.6,52.7,1001.8,2.3,16.6
Week 3419 (2015-07-05 - 2015-07-11),31.2,24.9,75.9,998.9,140.6,14.4
Week 3420 (2015-07-12 - 2015-07-18),30.7,24.2,79.4,998.7,175.5,10.1
Week 3421 (2015-07-19 - 2015-07-25),31.2,24.1,81.6,1001.6,27.7,9.8
Week 3422 (2015-07-26 - 2015-08-01),29.8,24.1,82.3,1000.7,63.6,11.1
Week 3423 (2015-08-02 - 2015-08-08),31.4,24.2,83.3,1001.3,30.3,9.1
Week 3424 (2015-08-09 - 2015-08-15),30.8,24.2,84.4,1003.1,21.2,8.8
Week 3425 (2015-08-16 - 2015-08-22),30.9,23.7,80.7,1002.4,22.9,9
Week 3426 (2015-08-23 - 2015-08-29),31.5,22.4,77.4,1003.1,4.9,10.1
Week 3427 (2015-08-30 - 2015-09-05),31.4,21.3,71.6,1005.1,5.5,12
Week 3428 (2015-09-06 - 2015-09-12),32.3,18.9,58.7,1007.8,0.5,10.8
Week 3429 (2015-09-13 - 2015-09-19),33.5,20.3,56.7,1006.3,1.6,11.6
Week 3430 (2015-09-20 - 2015-09-26),28.6,19.2,71.6,1005.5,29.2,13.5
Week 3431 (2015-09-27 - 2015-10-03),29.9,16.6,61,1011.9,0.5,11.1
Week 3432 (2015-10-04 - 2015-10-10),31.4,17.2,60,1009.2,0,7.3
Week 3433 (2015-10-11 - 2015-10-17),29.7,18.8,68.3,1013.4,5.6,12.3
Week 3434 (2015-10-18 - 2015-10-24),25.5,14,67.1,1014.4,46.9,15.9
Week 3435 (2015-10-25 - 2015-10-31),21.9,11.2,72.1,1018.2,48.7,11.5
Week 3436 (2015-11-01 - 2015-11-07),21.6,12,73.9,1016.2,70.6,13.4
Week 3437 (2015-11-08 - 2015-11-14),20.3,10.9,72.6,1017.5,9.1,10.9
Week 3438 (2015-11-15 - 2015-11-21),21.6,7.9,71.3,1016.4,0,9.8
Week 3439 (2015-11-22 - 2015-11-28),20.4,7.8,71.4,1016.6,0,8.7
Week 3440 (2015-11-29 - 2015-12-05),21,7.4,70.3,1017.4,0,6.6
Week 3441 (2015-12-06 - 2015-12-12),17.6,8,77.6,1015.7,45.9,13.2
Week 3442 (2015-12-13 - 2015-12-19),15.7,2.4,67.9,1017.7,0,8.5
Week 3443 (2015-12-20 - 2015-12-26),14.3,2.6,69.9,1021.5,7.5,10.9
Week 3444 (2015-12-27 - 2016-01-02),18.2,3.9,71.7,1021.2,0,8.2
Week 3445 (2016-01-03 - 2016-01-09),17.3,5.7,73.6,1019.3,5.9,9.4
Week 3446 (2016-01-10 - 2016-01-16),16.1,3.9,77,1016.8,6.8,7.7
Week 3447 (2016-01-17 - 2016-01-23),14.8,2.5,78,1018.3,0,9.9
Week 3448 (2016-01-24 - 2016-01-30),15.1,5.4,80,1017.6,42.1,13.2
Week 3449 (2016-01-31 - 2016-02-06),17.8,4.1,68.4,1017.2,0.2,10
Week 3450 (2016-02-07 - 2016-02-13),16.4,5.1,76.1,1015.7,43.6,11.9
Week 3451 (2016-02-14 - 2016-02-20),19.2,4.6,67.1,1019.7,19.2,10.8
Week 3452 (2016-02-21 - 2016-02-27),23.1,7,59.6,1016.4,0,14.8
Week 3453 (2016-02-28 - 2016-03-05),23.1,10.1,64.9,1017.3,3.4,9.4
Week 3454 (2016-03-06 - 2016-03-12),20.8,10.8,75.3,1014.1,75.1,10.4
Week 3455 (2016-03-13 - 2016-03-19),19.1,11.1,79,1014.9,115.3,11.5
Week 3456 (2016-03-20 - 2016-03-26),22.5,11.1,66.3,1015.2,8.7,14
Week 3457 (2016-03-27 - 2016-04-02),25.4,13.8,66,1013.1,32.7,15.1
Week 3458 (2016-04-03 - 2016-04-09),24.5,13.8,68.9,1012.2,33.7,13.1
Week 3459 (2016-04-10 - 2016-04-16),27.6,14.1,63.1,1009.1,0.9,13.3
Week 3460 (2016-04-17 - 2016-04-23),28.1,16,55.7,1008.4,3.8,13.6
Week 3461 (2016-04-24 - 2016-04-30),30.7,14.6,45,1008.6,0.2,12.2
Week 3462 (2016-05-01 - 2016-05-07),32,18.5,47.3,1006.8,2,16.9
Week 3463 (2016-05-08 - 2016-05-14),34.1,20.9,46.9,1006.3,1.4,19.4
Week 3464 (2016-05-15 - 2016-05-21),37.6,21,32.6,1001.1,0,12.4
Week 3465 (2016-05-22 - 2016-05-28),35.6,22.1,40.4,1000.1,1.6,12.3
Week 3466 (2016-05-29 - 2016-06-04),36.8,23.4,36.1,1003.5,0,18.7
Week 3467 (2016-06-05 - 2016-06-11),38.4,24.6,31.9,1000.8,0,12.9
Week 3468 (2016-06-12 - 2016-06-18),36.5,25.7,53.6,998.9,24.2,18
Week 3469 (2016-06-19 - 2016-06-25),35.2,25,59.7,1001.3,14.5,13
Week 3470 (2016-06-26 - 2016-07-02),36.1,26.3,61.1,999.5,11,16.2
Week 3471 (2016-07-03 - 2016-07-09),33.4,25,67.4,997.9,113.7,17
Week 3472 (2016-07-10 - 2016-07-16),34.1,25.4,69.6,998.6,20.6,8.8
Week 3473 (2016-07-17 - 2016-07-23),33.4,24.3,69,1000.3,25.4,11.3
Week 3474 (2016-07-24 - 2016-07-30),31.4,24.2,75.1,1003.1,35.4,11.9
Week 3475 (2016-07-31 - 2016-08-06),33,24.7,73.3,1000.6,10.3,10.4
Week 3476 (2016-08-07 - 2016-08-13),30.8,23.9,80.6,1001.8,30.9,17
Week 3477 (2016-08-14 - 2016-08-20),34.6,23.5,62.6,999.9,0.8,10.9
Week 3478 (2016-08-21 - 2016-08-27),34.4,24.8,63.9,1004.6,13.5,13.4
Week 3479 (2016-08-28 - 2016-09-03),32.1,22.2,66.7,1003.8,8.5,8.7
Week 3480 (2016-09-04 - 2016-09-10),34.9,23.8,57.7,1003.7,3.2,8.4
Week 3481 (2016-09-11 - 2016-09-17),32.8,22.1,63.1,1006,7.2,10.2
Week 3482 (2016-09-18 - 2016-09-24),33.1,23.2,61.3,1005.7,5.7,9.3
Week 3483 (2016-09-25 - 2016-10-01),33.1,22.4,61.3,1006.4,0.3,8.9
Week 3484 (2016-10-02 - 2016-10-08),33.1,21.1,51.9,1007.8,2,14.7
Week 3485 (2016-10-09 - 2016-10-15),32.1,16.2,41,1008.2,0,17.6
Week 3486 (2016-10-16 - 2016-10-22),30.7,16.3,43.3,1010,0,10.6
Week 3487 (2016-10-23 - 2016-10-29),29,14,39.1,1012,0,10.5
Week 3488 (2016-10-30 - 2016-11-05),26.9,13.8,57.1,1016,3.3,9.5
Week 3489 (2016-11-06 - 2016-11-12),25.5,11.2,48.6,1014.5,0,10.7
Week 3490 (2016-11-13 - 2016-11-19),24.7,9,50.1,1016.7,0,9.7
Week 3491 (2016-11-20 - 2016-11-26),23.1,11.5,58.4,1015.3,0.2,9.6
Week 3492 (2016-11-27 - 2016-12-03),23.5,9.4,53.7,1017,0.6,10.1
Week 3493 (2016-12-04 - 2016-12-10),22.5,8.4,66.3,1016.6,16.7,13.9
Week 3494 (2016-12-11 - 2016-12-17),19.3,6.8,68.4,1017,0.5,11.1
Week 3495 (2016-12-18 - 2016-12-24),20.6,5.9,55.1,1016.5,0,9.1
Week 3496 (2016-12-25 - 2016-12-31),19.8,6.5,64.9,1017,0,7.2
Week 3497 (2017-01-01 - 2017-01-07),14.8,8.7,75.6,1016.5,74.5,27.6
Week 3498 (2017-01-08 - 2017-01-14),11.8,4.6,57.7,1018.1,1.2,16.3
Week 3499 (2017-01-15 - 2017-01-21),12.8,5.3,72.6,1022,27.4,19.8
Week 3500 (2017-01-22 - 2017-01-28),15.1,8.6,77.9,1020.4,45.1,17.9
Week 3501 (2017-01-29 - 2017-02-04),16.4,9.4,73.1,1016.7,26.6,40.7
Week 3502 (2017-02-05 - 2017-02-11),16.3,7.8,70,1016.3,19.8,38.3
Week 3503 (2017-02-12 - 2017-02-18),19.5,11.1,65.6,1021.1,0.2,17.3
Week 3504 (2017-02-19 - 2017-02-25),19.1,10.7,56.1,1013.9,17.6,23.9
Week 3505 (2017-02-26 - 2017-03-04),19.9,10.7,54.4,1014.6,12.2,14.7
Week 3506 (2017-03-05 - 2017-03-11),17.5,9.5,61.6,1011,28.4,16.5
Week 3507 (2017-03-12 - 2017-03-18),19.4,11.2,51.3,1014.7,3.2,16.7
Week 3508 (2017-03-19 - 2017-03-25),24.5,14.6,56.3,1013.8,7.7,21.7
Week 3509 (2017-03-26 - 2017-04-01),29.7,19,47.7,1011.6,1.1,20.2
Week 3510 (2017-04-02 - 2017-04-08),25.3,15.3,54.3,1008.4,52.5,22.9
Week 3511 (2017-04-09 - 2017-04-15),30,17,37.4,1009.6,0,18.4
Week 3512 (2017-04-16 - 2017-04-22),35.8,24.9,30.9,1003.9,4.6,20.2
Week 3513 (2017-04-23 - 2017-04-29),29.3,20.2,45.4,1008.1,11.9,24.9
Week 3514 (2017-04-30 - 2017-05-06),31.8,20.6,34.3,1009.8,0.3,19.4
Week 3515 (2017-05-07 - 2017-05-13),35.5,24.9,35.4,1006.8,3.7,17.9
Week 3516 (2017-05-14 - 2017-05-20),33.6,24.1,42.3,1003.4,9.3,18.8
Week 3517 (2017-05-21 - 2017-05-27),36.1,25,32.4,1002.8,1.2,16.5
Week 3518 (2017-05-28 - 2017-06-03),36.7,26,31.9,1000.5,0.9,27.5
Week 3519 (2017-06-04 - 2017-06-10),36.2,27.3,38.6,1001.2,6.9,28.4
Week 3520 (2017-06-11 - 2017-06-17),36.3,26.8,37.6,1000.3,2.6,20.8
Week 3521 (2017-06-18 - 2017-06-24),33.2,25,59.9,999.4,26.9,18.8
Week 3522 (2017-06-25 - 2017-07-01),32.4,25.3,70.3,999.6,26.6,20
Week 3523 (2017-07-02 - 2017-07-08),34.1,26.2,64.9,998.3,11.5,16.1
Week 3524 (2017-07-09 - 2017-07-15),31.6,25.5,74.7,1000.8,80.2,20.3
Week 3525 (2017-07-16 - 2017-07-22),31.5,25.1,78.9,1000.5,42.2,18.4
Week 3526 (2017-07-23 - 2017-07-29),30.5,25.1,80.7,1001.1,36.6,15.1
Week 3527 (2017-07-30 - 2017-08-05),30.2,24.7,85,999.8,42.4,21.6
Week 3528 (2017-08-06 - 2017-08-12),31.1,25,82.6,1000.5,138.2,14.1
Week 3529 (2017-08-13 - 2017-08-19),32,25.1,71.1,1002,21.5,24.3
Week 3530 (2017-08-20 - 2017-08-26),29.9,23.9,79.9,1003.3,58.5,16.6
Week 3531 (2017-08-27 - 2017-09-02),29.9,24,77,1003.8,15.7,17.8
Week 3532 (2017-09-03 - 2017-09-09),29.9,23.3,75.4,1006,13.6,17.2
Week 3533 (2017-09-10 - 2017-09-16),29.8,22.2,72.9,1008,8.9,17
Week 3534 (2017-09-17 - 2017-09-23),31.5,23.1,54.4,1005.1,0,16.5
Week 3535 (2017-09-24 - 2017-09-30),32.3,25.4,50.3,1006.9,0.1,16.1
Week 3536 (2017-10-01 - 2017-10-07),32.5,23.9,42.7,1008.8,0,14.5
Week 3537 (2017-10-08 - 2017-10-14),31.2,22.3,43.3,1007.9,1.6,18.4
Week 3538 (2017-10-15 - 2017-10-21),29.9,20.1,41.1,1008.9,1.6,14
Week 3539 (2017-10-22 - 2017-10-28),27.7,18.8,38.9,1012.6,0,17.9
Week 3540 (2017-10-29 - 2017-11-04),26.1,17.4,55.9,1015.6,0,10.6
Week 3541 (2017-11-05 - 2017-11-11),24.6,17.1,64,1015.6,0,12
Week 3542 (2017-11-12 - 2017-11-18),19.5,11.9,69.6,1015.3,32.1,18
Week 3543 (2017-11-19 - 2017-11-25),18.9,10.1,55.1,1016.2,0.3,16.4
Week 3544 (2017-11-26 - 2017-12-02),19.3,11,57.3,1016.3,0,13.8
Week 3545 (2017-12-03 - 2017-12-09),18.1,8.9,55.4,1016.3,0,19.3
Week 3546 (2017-12-10 - 2017-12-16),13.9,7.1,75.4,1019.6,50.5,18.8
Week 3547 (2017-12-17 - 2017-12-23),17.7,9.1,58.7,1021.4,0.4,17.1
Week 3548 (2017-12-24 - 2017-12-30),17.2,8.3,56.1,1017.8,0,15.8
Week 3549 (2017-12-31 - 2018-01-06),15.2,7.6,63.3,1015.7,10.2,13.8
Week 3550 (2018-01-07 - 2018-01-13),15.8,6.8,56,1017.2,0,15.6
Week 3551 (2018-01-14 - 2018-01-20),17.1,8,52.4,1016,0.5,18.6
Week 3552 (2018-01-21 - 2018-01-27),16.5,8.2,58.1,1013.6,0,14.4
Week 3553 (2018-01-28 - 2018-02-03),17.4,8.9,61,1016.3,5.5,17.1
Week 3554 (2018-02-04 - 2018-02-10),17.8,9,42.1,1016.6,0.6,18.4
Week 3555 (2018-02-11 - 2018-02-17),16.3,8.5,73.4,1020.1,42.3,32.4
Week 3556 (2018-02-18 - 2018-02-24),20,10.8,60.4,1013.9,11.3,19
Week 3557 (2018-02-25 - 2018-03-03),20.3,12.2,72,1014.2,37.6,29.9
Week 3558 (2018-03-04 - 2018-03-10),22.1,12.7,60.3,1014.6,2.4,21.4
Week 3559 (2018-03-11 - 2018-03-17),22.8,13.5,61.6,1012.2,5.4,26.2
Week 3560 (2018-03-18 - 2018-03-24),23.7,14.2,58.7,1013.4,3.7,19.5
Week 3561 (2018-03-25 - 2018-03-31),30.2,18,36.1,1010.1,0.6,21.1
Week 3562 (2018-04-01 - 2018-04-07),30.9,20.9,43.7,1009,12.8,28.5
Week 3563 (2018-04-08 - 2018-04-14),25.4,17.1,62.7,1011.1,21.2,19.2
Week 3564 (2018-04-15 - 2018-04-21),24.5,15.2,68,1010.4,47.8,24.4
Week 3565 (2018-04-22 - 2018-04-28),30.9,19.7,44.9,1007.5,0,16.9
Week 3566 (2018-04-29 - 2018-05-05),32.5,21.7,42,1005.8,10.4,31.3
Week 3567 (2018-05-06 - 2018-05-12),28.7,19.3,62.9,1007.9,53.4,38.4
Week 3568 (2018-05-13 - 2018-05-19),29.1,19,62.9,1006.6,8.6,26
Week 3569 (2018-05-20 - 2018-05-26),33.6,20.9,35.1,1005.9,6.4,22.5
Week 3570 (2018-05-27 - 2018-06-02),38.3,25.7,25.6,1000.5,0.2,26.4
Week 3571 (2018-06-03 - 2018-06-09),38.2,29,41.3,999.4,8.5,29.9
Week 3572 (2018-06-10 - 2018-06-16),37.4,27,43.9,994.3,3.9,25.1
Week 3573 (2018-06-17 - 2018-06-23),33.7,24.5,56.7,1000.9,13.7,29.9
Week 3574 (2018-06-24 - 2018-06-30),35.4,26.7,44.3,999.3,0.1,23.2
Week 3575 (2018-07-01 - 2018-07-07),33,24.3,65.3,998.1,18.5,26.6
Week 3576 (2018-07-08 - 2018-07-14),34,26.1,67.9,997.1,57.6,21.7
Week 3577 (2018-07-15 - 2018-07-21),31.5,25.5,79.3,998.6,38.4,18.2
Week 3578 (2018-07-22 - 2018-07-28),30,24.6,84.3,998.7,52.2,19.4
Week 3579 (2018-07-29 - 2018-08-04),32.6,25.8,72,998.4,5,13
Week 3580 (2018-08-05 - 2018-08-11),30.9,25.3,79.1,1000.2,185.4,26.6
Week 3581 (2018-08-12 - 2018-08-18),30.5,24.8,81.3,999.4,56.9,21.5
Week 3582 (2018-08-19 - 2018-08-25),31.3,25.2,80,999.9,20.3,18.6
Week 3583 (2018-08-26 - 2018-09-01),32.2,25.3,69.9,1001.3,5,17.6
Week 3584 (2018-09-02 - 2018-09-08),32.2,25.2,67.4,1003.5,7.4,14.8
Week 3585 (2018-09-09 - 2018-09-15),32,23.8,69,1006.1,28.6,24.3
Week 3586 (2018-09-16 - 2018-09-22),31.3,22.9,57.4,1007.7,6.5,20.2
Week 3587 (2018-09-23 - 2018-09-29),31.1,22.6,56.9,1009.5,1.7,18.4
Week 3588 (2018-09-30 - 2018-10-06),30.4,21.3,44.7,1011.6,2.1,19.2
Week 3589 (2018-10-07 - 2018-10-13),28,17.4,50.4,1012.4,9.9,22.7
Week 3590 (2018-10-14 - 2018-10-20),25.3,16.5,54.3,1013.8,17.5,20.8
Week 3591 (2018-10-21 - 2018-10-27),26.1,16.9,47.1,1015.9,0,14.3
Week 3592 (2018-10-28 - 2018-11-03),23.5,15.7,64.1,1016.4,60.5,21.7
Week 3593 (2018-11-04 - 2018-11-10),21,12.4,55.7,1016,0,18.1
Week 3594 (2018-11-11 - 2018-11-17),19.7,11.9,66,1015.2,7.8,14.6
Week 3595 (2018-11-18 - 2018-11-24),20.7,12.3,58.1,1017.9,0,17.3
Week 3596 (2018-11-25 - 2018-12-01),21,12.5,59.7,1018,0.2,16.8
Week 3597 (2018-12-02 - 2018-12-08),18.6,10.4,61.4,1016.1,0.1,11.5
Week 3598 (2018-12-09 - 2018-12-15),14.6,7.6,70.6,1020.2,35.9,25.1
Week 3599 (2018-12-16 - 2018-12-22),16.4,7,55.9,1019.2,0,13.9
Week 3600 (2018-12-23 - 2018-12-29),14.1,6,57.3,1017.9,0.1,13.8
Week 3601 (2018-12-30 - 2019-01-05),13.8,6.7,67.6,1021.5,22.8,14.1
Week 3602 (2019-01-06 - 2019-01-12),13,6,70.1,1019.5,14.5,16.8
Week 3603 (2019-01-13 - 2019-01-19),14.2,5.3,63.4,1019.9,4.1,17.8
Week 3604 (2019-01-20 - 2019-01-26),12.8,6.3,75.6,1019.1,60.1,18.5
Week 3605 (2019-01-27 - 2019-02-02),13.2,5.9,66.6,1021.7,22.7,17
Week 3606 (2019-02-03 - 2019-02-09),14.5,7,69,1017.5,26.7,26.8
Week 3607 (2019-02-10 - 2019-02-16),16.7,8.2,68,1019.6,13.5,18.4
Week 3608 (2019-02-17 - 2019-02-23),14.8,6.8,75.4,1016.1,44.3,18.9
Week 3609 (2019-02-24 - 2019-03-02),13.8,7.6,67.9,1014.7,29.6,21.2
Week 3610 (2019-03-03 - 2019-03-09),17.3,9,65.3,1013.9,9.1,15.9
Week 3611 (2019-03-10 - 2019-03-16),18,9,69.1,1017.5,14.8,27.8
Week 3612 (2019-03-17 - 2019-03-23),20.2,11.8,63.9,1015.2,24.3,16
Week 3613 (2019-03-24 - 2019-03-30),24.2,15.1,56.7,1013.7,0.7,23.7
Week 3614 (2019-03-31 - 2019-04-06),28.7,18.4,45,1010.4,0,19.1
Week 3615 (2019-04-07 - 2019-04-13),28.7,18.4,55.9,1010.3,15.1,27
Week 3616 (2019-04-14 - 2019-04-20),25.1,16.8,68.4,1011.3,85.3,23.2
Week 3617 (2019-04-21 - 2019-04-27),28.9,18.3,62.4,1009.6,4.1,27.9
Week 3618 (2019-04-28 - 2019-05-04),29.8,18.5,46.9,1007.5,0.1,15.6
Week 3619 (2019-05-05 - 2019-05-11),33.5,22.5,30,1005.7,0.2,25.5
Week 3620 (2019-05-12 - 2019-05-18),30.5,21.4,50,1007.3,16.5,19.2
Week 3621 (2019-05-19 - 2019-05-25),30.8,20.8,51.3,1007.4,19.7,22.4
Week 3622 (2019-05-26 - 2019-06-01),35.8,24,35,1002.7,0,16.6
Week 3623 (2019-06-02 - 2019-06-08),36.2,25.4,32.9,1003,0,36.3
Week 3624 (2019-06-09 - 2019-06-15),37.2,25.2,29.6,999.9,0.8,26.4
Week 3625 (2019-06-16 - 2019-06-22),34.9,25.6,37.9,1001,1.6,25.8
Week 3626 (2019-06-23 - 2019-06-29),36.2,27.7,37.6,1000.2,0,21.3
Week 3627 (2019-06-30 - 2019-07-06),37.7,28,43.4,996.9,6.5,29.8
Week 3628 (2019-07-07 - 2019-07-13),33.6,25.7,73,996.2,48.2,25.6
Week 3629 (2019-07-14 - 2019-07-20),30.9,24.3,76.7,1000.2,34.5,21.7
Week 3630 (2019-07-21 - 2019-07-27),32.6,26.1,72.6,999.7,35.3,26.6
Week 3631 (2019-07-28 - 2019-08-03),31.3,25.1,77.3,1000.7,27.6,21.1
Week 3632 (2019-08-04 - 2019-08-10),31.5,25.5,78.7,998,38.1,23.7
Week 3633 (2019-08-11 - 2019-08-17),30.7,24.5,81.4,1001.5,47,20.7
Week 3634 (2019-08-18 - 2019-08-24),31.8,24.4,69.3,1003.9,4,20.7
Week 3635 (2019-08-25 - 2019-08-31),32.9,26.7,68.3,1003.5,2.4,22.3
Week 3636 (2019-09-01 - 2019-09-07),33.8,25.8,65.1,1001.3,22.8,24
Week 3637 (2019-09-08 - 2019-09-14),33.9,25.6,61.1,1002.6,7.9,25.4
Week 3638 (2019-09-15 - 2019-09-21),31.4,24.3,65.9,1007.4,14,23.3
Week 3639 (2019-09-22 - 2019-09-28),30.1,23.7,71.1,1011.8,12.1,19.2
Week 3640 (2019-09-29 - 2019-10-05),26,19.3,76.7,1011.7,33.7,21.7
Week 3641 (2019-10-06 - 2019-10-12),27.7,20.1,56.1,1012.8,0.7,17.4
Week 3642 (2019-10-13 - 2019-10-19),27.8,20.2,59.1,1015,6.3,20.6
Week 3643 (2019-10-20 - 2019-10-26),26.8,17.3,49.7,1013.2,0,13.2
Week 3644 (2019-10-27 - 2019-11-02),25.9,18,53.1,1014.2,0.6,22.1
Week 3645 (2019-11-03 - 2019-11-09),21.6,14.2,68.4,1014.7,59.4,22.7
Week 3646 (2019-11-10 - 2019-11-16),20,14.1,70.7,1016.8,43.8,14.8
Week 3647 (2019-11-17 - 2019-11-23),18.7,12.9,73,1017.3,4,17.6
Week 3648 (2019-11-24 - 2019-11-30),17.6,10.9,71.3,1018.5,2.3,16.9
Week 3649 (2019-12-01 - 2019-12-07),17.8,8.8,57.1,1019.6,0,16.1
Week 3650 (2019-12-08 - 2019-12-14),15.9,9.1,68.9,1017,16,20.7
Week 3651 (2019-12-15 - 2019-12-21),14.7,6.7,65,1019.6,0,16.3
Week 3652 (2019-12-22 - 2019-12-28),14.1,5.6,70.1,1018.6,0,12.5
Week 3653 (2019-12-29 - 2020-01-04),13.1,5.5,75.6,1021.1,2.6,12.2
Week 3654 (2020-01-05 - 2020-01-11),11.3,4.7,77.1,1020,19.9,15.8
Week 3655 (2020-01-12 - 2020-01-18),12.5,6.4,76.7,1017,42.2,20.9
Week 3656 (2020-01-19 - 2020-01-25),13,5.4,67.4,1020,11.7,16.3
Week 3657 (2020-01-26 - 2020-02-01),13.9,6.9,78.1,1016.1,48.1,26.4
Week 3658 (2020-02-02 - 2020-02-08),14.4,6.1,64.3,1019.2,2.5,17.2
Week 3659 (2020-02-09 - 2020-02-15),17.7,9.3,64.4,1018.8,8.4,19.6
Week 3660 (2020-02-16 - 2020-02-22),19.6,10.4,59.9,1017.4,11,21.4
Week 3661 (2020-02-23 - 2020-02-29),20.2,12.3,66.9,1015.6,43.2,16.5
Week 3662 (2020-03-01 - 2020-03-07),18.6,11.3,73.7,1013.1,51.6,29.4
Week 3663 (2020-03-08 - 2020-03-14),17.6,10.1,72.4,1014.8,54.2,32.8
Week 3664 (2020-03-15 - 2020-03-21),21.6,13.8,67,1015.2,15.4,15.6
Week 3665 (2020-03-22 - 2020-03-28),20.2,12.8,78.4,1014.3,91.7,20.9
Week 3666 (2020-03-29 - 2020-04-04),21.1,12.7,71.1,1014.4,34.9,17.9
Week 3667 (2020-04-05 - 2020-04-11),24.2,14.8,65.4,1014.1,8.5,22.2
Week 3668 (2020-04-12 - 2020-04-18),25.6,17.3,67.9,1010.9,70.1,23.8
Week 3669 (2020-04-19 - 2020-04-25),26.3,17.7,60.1,1009.5,3.4,25.5
Week 3670 (2020-04-26 - 2020-05-02),28.1,19.6,65.3,1010.4,9.3,24.5
Week 3671 (2020-05-03 - 2020-05-09),28.7,19.2,57.7,1008.9,9.8,19
Week 3672 (2020-05-10 - 2020-05-16),29.7,19,63.4,1009,44,20.5
Week 3673 (2020-05-17 - 2020-05-23),31.6,20.9,48.7,1004,1,23.4
Week 3674 (2020-05-24 - 2020-05-30),33.8,25.2,46.1,1003,14.7,28.8
